DateTime	LogCategory	LogType	Cage	Corner	Side	LogNotes
2016-04-10 15:47:17.40	Info	Application				Session is started
2016-04-10 17:26:04.37	Warning	Presence	1	3		Presence signal without antenna registration.
2016-04-10 17:30:40.31	Warning	Presence	1	3		Presence signal without antenna registration.
2016-04-10 19:35:56.76	Warning	Presence	1	3		Presence signal without antenna registration.
2016-04-10 20:25:43.46	Warning	Presence	1	3		Presence signal without antenna registration.
2016-04-10 20:25:44.31	Warning	Presence	1	3		Presence signal without antenna registration.
2016-04-11 00:27:58.96	Warning	Presence	1	3		Presence signal without antenna registration.
2016-04-11 00:50:12.93	Warning	Presence	1	3		Presence signal without antenna registration.
2016-04-11 01:08:27.35	Warning	Presence	1	3		Presence signal without antenna registration.
2016-04-11 05:10:09.98	Warning	Presence	1	3		Presence signal without antenna registration.
2016-04-11 06:22:06.57	Warning	Presence	1	3		Presence signal without antenna registration.
2016-04-11 14:40:52.37	Warning	Presence	1	3		Presence signal without antenna registration.
2016-04-11 15:26:59.00	Warning	Presence	1	3		Presence signal without antenna registration.
2016-04-11 21:18:54.57	Warning	Lickometer	1	3	5	Lickometer is active but nosepoke is inactive
2016-04-11 21:32:53.23	Warning	Presence	1	3		Presence signal without antenna registration.
2016-04-11 21:55:41.82	Warning	Presence	1	3		Presence signal without antenna registration.
2016-04-11 23:18:00.68	Warning	Presence	1	3		Presence signal without antenna registration.
2016-04-12 01:53:04.68	Warning	Presence	1	3		Presence signal without antenna registration.
2016-04-12 05:09:27.64	Warning	Presence	1	3		Presence signal without antenna registration.
2016-04-12 05:50:06.65	Warning	Presence	1	3		Presence signal without antenna registration.
2016-04-12 10:48:10.89	Warning	Presence	1	3		Presence signal without antenna registration.
2016-04-12 16:48:03.28	Info	Application				Session is stopped
