DateTime	LogCategory	LogType	Cage	Corner	Side	LogNotes
2016-03-23 13:57:10.56	Info	Application				Session is started
2016-03-23 14:09:01.28	Warning	Presence	1	3		Presence signal without antenna registration.
2016-03-23 14:39:10.79	Warning	Presence	1	3		Presence signal without antenna registration.
2016-03-23 14:57:39.26	Warning	Presence	1	3		Presence signal without antenna registration.
2016-03-23 15:11:27.90	Warning	Presence	1	3		Presence signal without antenna registration.
2016-03-24 00:15:20.81	Warning	Presence	1	3		Presence signal without antenna registration.
2016-03-24 00:43:38.00	Warning	Presence	1	3		Presence signal without antenna registration.
2016-03-24 06:03:16.75	Warning	Presence	1	3		Presence signal without antenna registration.
2016-03-24 06:59:21.75	Warning	Presence	1	3		Presence signal without antenna registration.
2016-03-24 15:29:46.68	Warning	Presence	1	3		Presence signal without antenna registration.
2016-03-24 20:30:33.89	Warning	Presence	1	3		Presence signal without antenna registration.
2016-03-24 21:23:10.50	Warning	Presence	1	3		Presence signal without antenna registration.
2016-03-25 22:45:17.53	Warning	Presence	1	3		Presence signal without antenna registration.
2016-03-26 00:18:57.53	Warning	Presence	1	3		Presence signal without antenna registration.
2016-03-26 03:30:13.50	Warning	Presence	1	3		Presence signal without antenna registration.
2016-03-26 07:45:30.31	Warning	Presence	1	3		Presence signal without antenna registration.
2016-03-26 08:08:31.82	Warning	Presence	1	3		Presence signal without antenna registration.
2016-03-26 12:38:34.85	Warning	Presence	1	3		Presence signal without antenna registration.
2016-03-26 19:57:50.26	Warning	Presence	1	3		Presence signal without antenna registration.
2016-03-26 22:34:35.64	Warning	Presence	1	3		Presence signal without antenna registration.
2016-03-27 03:17:28.95	Warning	Presence	1	3		Presence signal without antenna registration.
2016-03-27 06:05:20.17	Warning	Presence	1	3		Presence signal without antenna registration.
2016-03-27 06:05:21.35	Warning	Presence	1	3		Presence signal without antenna registration.
2016-03-27 06:49:01.76	Warning	Presence	1	3		Presence signal without antenna registration.
2016-03-27 09:25:14.76	Info	Application				Session is stopped
