VisitID	Start	End	Side	SideCondition	SideError	TimeError	ConditionError	LickNumber	LickContactTime	LickDuration	AirState	DoorState	LED1State	LED2State	LED3State
0	2016-04-01 17:05:23.29	2016-04-01 17:05:23.40	5	1	0	0	0	0	0	0	0	0	0	0	0
0	2016-04-01 17:05:26.09	2016-04-01 17:05:27.76	5	1	0	0	0	0	0	0	0	0	0	0	0
0	2016-04-01 17:05:28.71	2016-04-01 17:05:29.92	5	1	0	0	0	0	0	0	0	0	0	0	0
0	2016-04-01 17:05:30.06	2016-04-01 17:05:30.60	5	1	0	0	0	0	0	0	0	0	0	0	0
0	2016-04-01 17:05:30.64	2016-04-01 17:05:30.68	5	1	0	0	0	0	0	0	0	0	0	0	0
0	2016-04-01 17:05:30.73	2016-04-01 17:05:31.28	5	1	0	0	0	0	0	0	0	0	0	0	0
0	2016-04-01 17:05:32.75	2016-04-01 17:05:34.68	5	1	0	0	0	0	0	0	0	0	0	0	0
0	2016-04-01 17:05:34.76	2016-04-01 17:05:35.45	5	1	0	0	0	0	0	0	0	0	0	0	0
1	2016-04-01 17:05:46.87	2016-04-01 17:05:47.40	6	-1	1	0	0	0	0	0	0	0	0	0	0
1	2016-04-01 17:05:47.64	2016-04-01 17:05:47.71	6	-1	1	0	0	0	0	0	0	0	0	0	0
2	2016-04-01 17:06:16.65	2016-04-01 17:06:17.85	5	1	0	0	0	0	0	0	0	0	0	0	0
2	2016-04-01 17:06:24.10	2016-04-01 17:06:25.87	5	1	0	0	0	0	0	0	0	0	0	0	0
2	2016-04-01 17:06:26.07	2016-04-01 17:06:27.15	5	1	0	0	0	0	0	0	0	0	0	0	0
2	2016-04-01 17:06:28.78	2016-04-01 17:06:29.79	5	1	0	0	0	0	0	0	0	0	0	0	0
2	2016-04-01 17:06:31.51	2016-04-01 17:06:32.17	5	1	0	0	0	0	0	0	0	0	0	0	0
2	2016-04-01 17:06:32.35	2016-04-01 17:06:33.00	5	1	0	0	0	0	0	0	0	0	0	0	0
2	2016-04-01 17:06:33.73	2016-04-01 17:06:34.20	5	1	0	0	0	0	0	0	0	0	0	0	0
