VisitID	Start	End	Side	SideCondition	SideError	TimeError	ConditionError	LickNumber	LickContactTime	LickDuration	AirState	DoorState	LED1State	LED2State	LED3State
0	2016-03-30 17:28:20.93	2016-03-30 17:28:22.96	5	1	0	0	0	0	0	0	0	0	0	0	0
0	2016-03-30 17:28:23.06	2016-03-30 17:28:23.12	5	1	0	0	0	0	0	0	0	0	0	0	0
0	2016-03-30 17:28:23.46	2016-03-30 17:28:23.82	5	1	0	0	0	0	0	0	0	0	0	0	0
0	2016-03-30 17:28:24.51	2016-03-30 17:28:24.54	5	1	0	0	0	0	0	0	0	0	0	0	0
0	2016-03-30 17:28:24.78	2016-03-30 17:28:25.64	5	1	0	0	0	0	0	0	0	0	0	0	0
0	2016-03-30 17:28:30.56	2016-03-30 17:28:31.23	5	1	0	0	0	0	0	0	0	0	0	0	0
0	2016-03-30 17:28:31.70	2016-03-30 17:28:32.60	5	1	0	0	0	0	0	0	0	0	0	0	0
1	2016-03-30 18:34:13.59	2016-03-30 18:34:14.32	5	1	0	0	0	0	0	0	0	0	0	0	0
2	2016-03-30 18:43:53.85	2016-03-30 18:43:54.34	5	1	0	0	0	0	0	0	0	0	0	0	0
2	2016-03-30 18:43:54.78	2016-03-30 18:43:55.42	5	1	0	0	0	0	0	0	0	0	0	0	0
2	2016-03-30 18:43:59.07	2016-03-30 18:43:59.67	5	1	0	0	0	0	0	0	0	0	0	0	0
2	2016-03-30 18:44:17.85	2016-03-30 18:44:18.04	5	1	0	0	0	0	0	0	0	0	0	0	0
2	2016-03-30 18:44:24.70	2016-03-30 18:44:24.79	5	1	0	0	0	0	0	0	0	0	0	0	0
2	2016-03-30 18:44:24.85	2016-03-30 18:44:24.92	5	1	0	0	0	0	0	0	0	0	0	0	0
2	2016-03-30 18:44:29.85	2016-03-30 18:44:30.32	5	1	0	0	0	0	0	0	0	0	0	0	0
2	2016-03-30 18:44:32.07	2016-03-30 18:44:33.26	6	-1	1	0	0	0	0	0	0	0	0	0	0
2	2016-03-30 18:44:33.35	2016-03-30 18:44:33.53	6	-1	1	0	0	0	0	0	0	0	0	0	0
2	2016-03-30 18:44:33.04	2016-03-30 18:44:33.54	5	1	0	0	0	0	0	0	0	0	0	0	0
2	2016-03-30 18:44:33.57	2016-03-30 18:44:33.60	6	-1	1	0	0	0	0	0	0	0	0	0	0
2	2016-03-30 18:44:33.75	2016-03-30 18:44:33.79	6	-1	1	0	0	0	0	0	0	0	0	0	0
4	2016-03-30 18:45:08.51	2016-03-30 18:45:09.53	5	1	0	0	0	0	0	0	0	0	0	0	0
4	2016-03-30 18:45:26.01	2016-03-30 18:45:26.71	5	1	0	0	0	0	0	0	0	0	0	0	0
5	2016-03-30 18:48:07.43	2016-03-30 18:48:08.03	5	1	0	0	0	0	0	0	0	0	0	0	0
5	2016-03-30 18:48:08.14	2016-03-30 18:48:09.12	5	1	0	0	0	0	0	0	0	0	0	0	0
5	2016-03-30 18:48:09.60	2016-03-30 18:48:09.90	5	1	0	0	0	0	0	0	0	0	0	0	0
5	2016-03-30 18:48:10.04	2016-03-30 18:48:10.23	5	1	0	0	0	0	0	0	0	0	0	0	0
5	2016-03-30 18:48:10.81	2016-03-30 18:48:11.32	5	1	0	0	0	0	0	0	0	0	0	0	0
5	2016-03-30 18:48:11.73	2016-03-30 18:48:12.79	5	1	0	0	0	0	0	0	0	0	0	0	0
5	2016-03-30 18:48:14.68	2016-03-30 18:48:15.76	5	1	0	0	0	0	0	0	0	0	0	0	0
5	2016-03-30 18:48:17.14	2016-03-30 18:48:18.06	6	-1	1	0	0	0	0	0	0	0	0	0	0
5	2016-03-30 18:48:25.56	2016-03-30 18:48:25.67	6	-1	1	0	0	0	0	0	0	0	0	0	0
5	2016-03-30 18:48:48.26	2016-03-30 18:48:49.01	6	-1	1	0	0	0	0	0	0	0	0	0	0
5	2016-03-30 18:48:49.01	2016-03-30 18:48:49.68	5	1	0	0	0	0	0	0	0	0	0	0	0
5	2016-03-30 18:48:51.76	2016-03-30 18:48:51.89	5	1	0	0	0	0	0	0	0	0	0	0	0
5	2016-03-30 18:48:52.45	2016-03-30 18:48:52.57	5	1	0	0	0	0	0	0	0	0	0	0	0
5	2016-03-30 18:48:54.67	2016-03-30 18:48:54.96	6	-1	1	0	0	0	0	0	0	0	0	0	0
5	2016-03-30 18:48:55.46	2016-03-30 18:48:55.50	5	1	0	0	0	0	0	0	0	0	0	0	0
5	2016-03-30 18:48:55.53	2016-03-30 18:48:55.70	5	1	0	0	0	0	0	0	0	0	0	0	0
5	2016-03-30 18:48:55.76	2016-03-30 18:48:55.90	6	-1	1	0	0	0	0	0	0	0	0	0	0
5	2016-03-30 18:48:57.28	2016-03-30 18:48:57.67	5	1	0	0	0	0	0	0	0	0	0	0	0
5	2016-03-30 18:49:12.03	2016-03-30 18:49:12.29	6	-1	1	0	0	0	0	0	0	0	0	0	0
5	2016-03-30 18:49:12.35	2016-03-30 18:49:12.62	6	-1	1	0	0	0	0	0	0	0	0	0	0
5	2016-03-30 18:49:10.21	2016-03-30 18:49:12.82	5	1	0	0	0	0	0	0	0	0	0	0	0
6	2016-03-30 18:49:17.31	2016-03-30 18:49:18.06	5	1	0	0	0	0	0	0	0	0	0	0	0
6	2016-03-30 18:49:19.40	2016-03-30 18:49:20.85	5	1	0	0	0	0	0	0	0	0	0	0	0
6	2016-03-30 18:49:22.21	2016-03-30 18:49:22.78	5	1	0	0	0	0	0	0	0	0	0	0	0
6	2016-03-30 18:49:24.45	2016-03-30 18:49:25.40	5	1	0	0	0	0	0	0	0	0	0	0	0
6	2016-03-30 18:49:25.00	2016-03-30 18:49:25.53	6	-1	1	0	0	0	0	0	0	0	0	0	0
6	2016-03-30 18:49:25.56	2016-03-30 18:49:25.84	6	-1	1	0	0	0	0	0	0	0	0	0	0
6	2016-03-30 18:49:29.46	2016-03-30 18:49:29.59	5	1	0	0	0	0	0	0	0	0	0	0	0
7	2016-03-30 18:50:46.07	2016-03-30 18:50:46.39	5	1	0	0	0	0	0	0	0	0	0	0	0
7	2016-03-30 18:50:52.01	2016-03-30 18:50:52.20	5	1	0	0	0	0	0	0	0	0	0	0	0
7	2016-03-30 18:50:55.54	2016-03-30 18:50:55.76	5	1	0	0	0	0	0	0	0	0	0	0	0
7	2016-03-30 18:50:56.32	2016-03-30 18:50:57.93	5	1	0	0	0	0	0	0	0	0	0	0	0
7	2016-03-30 18:51:05.46	2016-03-30 18:51:05.65	6	-1	1	0	0	0	0	0	0	0	0	0	0
7	2016-03-30 18:51:07.48	2016-03-30 18:51:07.68	5	1	0	0	0	0	0	0	0	0	0	0	0
7	2016-03-30 18:51:09.00	2016-03-30 18:51:09.84	5	1	0	0	0	0	0	0	0	0	0	0	0
8	2016-03-30 18:57:19.37	2016-03-30 18:57:20.40	5	1	0	0	0	0	0	0	0	0	0	0	0
8	2016-03-30 18:57:21.20	2016-03-30 18:57:22.03	5	1	0	0	0	0	0	0	0	0	0	0	0
9	2016-03-30 18:58:58.70	2016-03-30 18:58:59.10	5	1	0	0	0	0	0	0	0	0	0	0	0
9	2016-03-30 18:58:59.23	2016-03-30 18:58:59.51	5	1	0	0	0	0	0	0	0	0	0	0	0
10	2016-03-30 19:03:40.93	2016-03-30 19:03:41.28	5	1	0	0	0	0	0	0	0	0	0	0	0
10	2016-03-30 19:03:41.68	2016-03-30 19:03:47.65	5	1	0	0	0	18	0.335	1.46875	0	0	0	0	0
10	2016-03-30 19:03:50.35	2016-03-30 19:03:56.25	5	1	0	0	0	32	0.584	2.78125	0	0	0	0	0
10	2016-03-30 19:03:59.29	2016-03-30 19:04:05.28	5	1	0	0	0	25	0.499	2.34375	0	0	0	0	0
10	2016-03-30 19:04:08.10	2016-03-30 19:04:14.18	5	1	0	0	0	26	0.511	2.265625	0	0	0	0	0
10	2016-03-30 19:04:17.39	2016-03-30 19:04:18.31	5	1	0	0	0	0	0	0	0	0	0	0	0
11	2016-03-30 19:07:35.26	2016-03-30 19:07:41.84	5	1	0	0	0	30	0.568	2.484375	0	0	0	0	0
11	2016-03-30 19:07:42.79	2016-03-30 19:07:48.78	5	1	0	0	0	15	0.295	1.390625	0	0	0	0	0
11	2016-03-30 19:07:50.70	2016-03-30 19:07:56.37	5	1	0	0	0	16	0.267	1.328125	0	0	0	0	0
13	2016-03-30 19:12:15.07	2016-03-30 19:12:15.31	5	1	0	0	0	0	0	0	0	0	0	0	0
13	2016-03-30 19:12:15.43	2016-03-30 19:12:21.53	5	1	0	0	0	27	0.568	2.4375	0	0	0	0	0
13	2016-03-30 19:12:23.42	2016-03-30 19:12:23.82	5	1	0	0	0	0	0	0	0	0	0	0	0
13	2016-03-30 19:12:24.10	2016-03-30 19:12:30.04	5	1	0	0	0	26	0.512	2.328125	0	0	0	0	0
13	2016-03-30 19:12:34.73	2016-03-30 19:12:40.54	5	1	0	0	0	22	0.524	2.109375	0	0	0	0	0
14	2016-03-30 19:20:16.71	2016-03-30 19:20:22.87	5	1	0	0	0	24	0.484	2.234375	0	0	0	0	0
14	2016-03-30 19:20:24.00	2016-03-30 19:20:29.85	5	1	0	0	0	12	0.222	1.09375	0	0	0	0	0
15	2016-03-30 19:24:45.07	2016-03-30 19:24:45.82	5	1	0	0	0	0	0	0	0	0	0	0	0
16	2016-03-30 19:30:01.76	2016-03-30 19:30:02.78	5	1	0	0	0	0	0	0	0	0	0	0	0
17	2016-03-30 19:31:10.51	2016-03-30 19:31:10.70	6	-1	1	0	0	0	0	0	0	0	0	0	0
17	2016-03-30 19:31:11.90	2016-03-30 19:31:12.92	6	-1	1	0	0	0	0	0	0	0	0	0	0
18	2016-03-30 19:32:22.65	2016-03-30 19:32:23.42	6	-1	1	0	0	0	0	0	0	0	0	0	0
18	2016-03-30 19:32:24.18	2016-03-30 19:32:24.20	5	1	0	0	0	0	0	0	0	0	0	0	0
18	2016-03-30 19:32:27.43	2016-03-30 19:32:27.57	6	-1	1	0	0	0	0	0	0	0	0	0	0
18	2016-03-30 19:32:27.60	2016-03-30 19:32:27.64	6	-1	1	0	0	0	0	0	0	0	0	0	0
18	2016-03-30 19:32:27.81	2016-03-30 19:32:27.90	6	-1	1	0	0	0	0	0	0	0	0	0	0
19	2016-03-30 19:33:35.21	2016-03-30 19:33:36.54	5	1	0	0	0	0	0	0	0	0	0	0	0
20	2016-03-30 19:35:55.90	2016-03-30 19:35:56.71	5	1	0	0	0	0	0	0	0	0	0	0	0
21	2016-03-30 19:43:31.26	2016-03-30 19:43:37.78	5	1	0	0	0	15	0.293	1.390625	0	0	0	0	0
21	2016-03-30 19:43:38.90	2016-03-30 19:43:44.81	5	1	0	0	0	26	0.526	2.3125	0	0	0	0	0
22	2016-03-30 20:09:36.76	2016-03-30 20:09:38.14	5	1	0	0	0	0	0	0	0	0	0	0	0
24	2016-03-30 20:14:58.70	2016-03-30 20:15:00.06	5	1	0	0	0	0	0	0	0	0	0	0	0
24	2016-03-30 20:15:00.10	2016-03-30 20:15:04.98	5	1	0	0	0	18	0.337	1.59375	0	0	0	0	0
24	2016-03-30 20:15:06.29	2016-03-30 20:15:06.51	6	-1	1	0	0	0	0	0	0	0	0	0	0
24	2016-03-30 20:15:14.43	2016-03-30 20:15:15.34	5	1	0	0	0	0	0	0	0	0	0	0	0
25	2016-03-30 20:16:34.84	2016-03-30 20:16:34.92	5	1	0	0	0	0	0	0	0	0	0	0	0
25	2016-03-30 20:16:35.46	2016-03-30 20:16:41.04	5	1	0	0	0	11	0.291	1.109375	0	0	0	0	0
25	2016-03-30 20:16:48.87	2016-03-30 20:16:52.51	5	1	0	0	0	14	0.265	1.3125	0	0	0	0	0
25	2016-03-30 20:16:52.57	2016-03-30 20:16:52.59	5	1	0	0	0	0	0	0	0	0	0	0	0
