DateTime	Temperature	Illumination	Cage
2016-03-30 17:12:44	21.2	6	1
2016-03-30 17:13:44	21.2	16	1
2016-03-30 17:14:44	21.2	16	1
2016-03-30 17:15:44	21.2	16	1
2016-03-30 17:16:44	21.2	13	1
2016-03-30 17:17:44	21.2	13	1
2016-03-30 17:18:44	21.2	16	1
2016-03-30 17:19:44	21.2	13	1
2016-03-30 17:20:44	21.2	13	1
2016-03-30 17:21:44	21.2	16	1
2016-03-30 17:22:44	21.2	16	1
2016-03-30 17:23:44	21.2	13	1
2016-03-30 17:24:44	20.6	13	1
2016-03-30 17:25:44	20.6	13	1
2016-03-30 17:26:44	20.6	13	1
2016-03-30 17:27:44	20.6	13	1
2016-03-30 17:28:44	20.6	16	1
2016-03-30 17:29:44	20.6	13	1
2016-03-30 17:30:44	20.6	13	1
2016-03-30 17:31:44	20.6	13	1
2016-03-30 17:32:44	20.6	13	1
2016-03-30 17:33:44	20.6	16	1
2016-03-30 17:34:44	20.6	13	1
2016-03-30 17:35:44	20.6	13	1
2016-03-30 17:36:44	20.6	13	1
2016-03-30 17:37:44	20.6	13	1
2016-03-30 17:38:44	20.6	13	1
2016-03-30 17:39:44	21.2	13	1
2016-03-30 17:40:44	20.6	13	1
2016-03-30 17:41:44	20.6	13	1
2016-03-30 17:42:44	20.6	13	1
2016-03-30 17:43:44	20.6	13	1
2016-03-30 17:44:44	20.6	13	1
2016-03-30 17:45:44	20.6	13	1
2016-03-30 17:46:44	20.6	13	1
2016-03-30 17:47:44	20.6	13	1
2016-03-30 17:48:44	20.6	13	1
2016-03-30 17:49:44	20.6	13	1
2016-03-30 17:50:44	20.6	13	1
2016-03-30 17:51:44	20.6	13	1
2016-03-30 17:52:44	20.6	13	1
2016-03-30 17:53:44	20.6	13	1
2016-03-30 17:54:44	20.6	13	1
2016-03-30 17:55:44	20.6	13	1
2016-03-30 17:56:44	20.6	16	1
2016-03-30 17:57:44	20.6	13	1
2016-03-30 17:58:44	20.6	13	1
2016-03-30 17:59:44	20.6	13	1
2016-03-30 18:00:44	20.6	13	1
