DateTime	LogCategory	LogType	Cage	Corner	Side	LogNotes
2016-03-30 17:12:43.76	Info	Application				Session is started
2016-03-30 23:22:38.76	Warning	Lickometer	1	3	5	Lickometer is active but nosepoke is inactive
2016-03-31 00:08:00.39	Warning	Presence	1	3		Presence signal without antenna registration.
2016-03-31 01:27:52.56	Warning	Presence	1	3		Presence signal without antenna registration.
2016-03-31 01:54:13.79	Warning	Presence	1	3		Presence signal without antenna registration.
2016-03-31 01:56:32.60	Warning	Presence	1	3		Presence signal without antenna registration.
2016-03-31 05:11:41.28	Warning	Presence	1	3		Presence signal without antenna registration.
2016-03-31 06:15:06.50	Warning	Presence	1	3		Presence signal without antenna registration.
2016-03-31 07:09:15.64	Warning	Presence	1	3		Presence signal without antenna registration.
2016-03-31 11:34:45.12	Error	Application				SerialPort is not working.

Please try to reconnect serial adapter.
2016-03-31 11:34:45.37	Info	Application				Session is stopped
