DateTime	HardwareType	Cage	Corner	Side	State
2016-04-06 16:44:54.12	0	1	2		0
2016-04-06 16:44:54.18	0	1	3		0
2016-04-06 16:44:54.18	0	1	4		0
2016-04-06 16:44:54.18	1	1	1	1	1
2016-04-06 16:44:54.18	2	1	1	1	0
2016-04-06 16:44:54.18	1	1	1	2	1
2016-04-06 16:44:54.21	2	1	1	2	0
2016-04-06 16:44:54.21	1	1	2	3	1
2016-04-06 16:44:54.21	2	1	2	3	0
2016-04-06 16:44:54.23	1	1	2	4	1
2016-04-06 16:44:54.23	2	1	2	4	0
2016-04-06 16:44:54.23	1	1	3	5	0
2016-04-06 16:44:54.23	2	1	3	5	0
2016-04-06 16:44:54.23	1	1	3	6	0
2016-04-06 16:44:54.23	2	1	3	6	0
2016-04-06 16:44:54.23	1	1	4	7	1
2016-04-06 16:44:54.23	2	1	4	7	0
2016-04-06 16:44:54.23	1	1	4	8	1
2016-04-06 16:44:54.23	2	1	4	8	0
2016-04-06 16:44:54.23	0	1	1		0
2016-04-06 16:44:54.23	0	1	2		0
2016-04-06 16:44:54.25	0	1	3		0
2016-04-06 16:44:54.26	0	1	4		0
2016-04-06 16:44:54.26	1	1	1	1	1
2016-04-06 16:44:54.29	2	1	1	1	0
2016-04-06 16:44:54.31	1	1	1	2	1
2016-04-06 16:44:54.34	2	1	1	2	0
2016-04-06 16:44:54.35	1	1	2	3	1
2016-04-06 16:44:54.37	2	1	2	3	0
2016-04-06 16:44:54.40	1	1	2	4	1
2016-04-06 16:44:54.42	2	1	2	4	0
2016-04-06 16:44:54.45	1	1	3	5	0
2016-04-06 16:44:54.46	2	1	3	5	0
2016-04-06 16:44:54.50	1	1	3	6	0
2016-04-06 16:44:54.51	2	1	3	6	0
2016-04-06 16:44:54.54	1	1	4	7	1
2016-04-06 16:44:54.56	2	1	4	7	0
2016-04-06 16:44:54.59	1	1	4	8	1
2016-04-06 16:44:54.60	2	1	4	8	0
2016-04-06 19:30:59.34	2	1	3	5	96
2016-04-06 19:30:59.50	2	1	3	6	96
2016-04-06 19:31:01.29	2	1	3	5	0
2016-04-06 19:31:01.31	2	1	3	6	0
2016-04-06 19:31:24.92	1	1	3	5	0
2016-04-06 19:31:24.93	1	1	3	6	0
2016-04-06 19:31:24.95	2	1	3	5	0
2016-04-06 19:31:24.96	2	1	3	6	0
2016-04-06 19:55:51.09	2	1	3	5	96
2016-04-06 19:55:51.10	2	1	3	6	96
2016-04-06 19:55:51.46	1	1	3	5	0
2016-04-06 19:55:52.20	1	1	3	5	1
2016-04-06 19:55:53.07	2	1	3	5	0
2016-04-06 19:55:53.09	2	1	3	6	0
2016-04-06 19:55:54.48	1	1	3	5	1
2016-04-06 19:55:55.85	1	1	3	5	0
2016-04-06 19:56:23.87	1	1	3	5	0
2016-04-06 19:56:23.89	1	1	3	6	0
2016-04-06 19:56:23.89	2	1	3	5	0
2016-04-06 19:56:23.92	2	1	3	6	0
2016-04-06 19:57:22.87	2	1	3	5	96
2016-04-06 19:57:22.89	2	1	3	6	96
2016-04-06 19:57:23.23	1	1	3	5	0
2016-04-06 19:57:24.57	1	1	3	5	1
2016-04-06 19:57:24.87	2	1	3	5	0
2016-04-06 19:57:24.89	2	1	3	6	0
