VisitID	Start	End	Side	SideCondition	SideError	TimeError	ConditionError	LickNumber	LickContactTime	LickDuration	AirState	DoorState	LED1State	LED2State	LED3State
0	2016-04-05 10:44:41.20	2016-04-05 10:44:42.65	5	1	0	0	0	0	0	0	0	0	0	0	0
0	2016-04-05 10:44:53.40	2016-04-05 10:44:53.73	5	1	0	0	0	0	0	0	0	0	0	0	0
0	2016-04-05 10:44:54.32	2016-04-05 10:44:54.43	5	1	0	0	0	0	0	0	0	0	0	0	0
0	2016-04-05 10:44:54.45	2016-04-05 10:44:54.48	5	1	0	0	0	0	0	0	0	0	0	0	0
0	2016-04-05 10:44:54.03	2016-04-05 10:44:54.98	6	-1	1	0	0	0	0	0	0	0	0	0	0
0	2016-04-05 10:45:11.40	2016-04-05 10:45:11.46	6	-1	1	0	0	0	0	0	0	0	0	0	0
1	2016-04-05 10:46:19.37	2016-04-05 10:46:19.68	5	1	0	0	0	0	0	0	0	0	0	0	0
2	2016-04-05 11:14:55.87	2016-04-05 11:14:56.40	5	1	0	0	0	0	0	0	0	0	0	0	0
2	2016-04-05 11:15:00.29	2016-04-05 11:15:01.00	6	-1	1	0	0	0	0	0	0	0	0	0	0
2	2016-04-05 11:15:01.29	2016-04-05 11:15:01.45	5	1	0	0	0	0	0	0	0	0	0	0	0
3	2016-04-05 11:28:14.70	2016-04-05 11:28:15.31	6	-1	1	0	0	0	0	0	0	0	0	0	0
3	2016-04-05 11:28:15.43	2016-04-05 11:28:15.59	5	1	0	0	0	0	0	0	0	0	0	0	0
3	2016-04-05 11:29:10.98	2016-04-05 11:29:11.48	5	1	0	0	0	0	0	0	0	0	0	0	0
7	2016-04-05 11:29:35.37	2016-04-05 11:29:35.71	5	1	0	0	0	0	0	0	0	0	0	0	0
8	2016-04-05 11:31:22.90	2016-04-05 11:31:23.07	5	1	0	0	0	0	0	0	0	0	0	0	0
8	2016-04-05 11:31:23.56	2016-04-05 11:31:23.64	5	1	0	0	0	0	0	0	0	0	0	0	0
8	2016-04-05 11:31:23.37	2016-04-05 11:31:23.81	6	-1	1	0	0	0	0	0	0	0	0	0	0
8	2016-04-05 11:31:27.10	2016-04-05 11:31:27.45	6	-1	1	0	0	0	0	0	0	0	0	0	0
8	2016-04-05 11:31:27.95	2016-04-05 11:31:40.57	6	-1	1	0	0	0	0	0	0	0	0	0	0
8	2016-04-05 11:31:40.92	2016-04-05 11:31:41.12	6	-1	1	0	0	0	0	0	0	0	0	0	0
8	2016-04-05 11:31:43.01	2016-04-05 11:31:45.32	6	-1	1	0	0	0	0	0	0	0	0	0	0
13	2016-04-05 13:28:20.98	2016-04-05 13:28:21.40	6	-1	1	0	0	0	0	0	0	0	0	0	0
13	2016-04-05 13:28:21.96	2016-04-05 13:28:22.15	5	1	0	0	0	0	0	0	0	0	0	0	0
13	2016-04-05 13:29:00.29	2016-04-05 13:29:00.84	5	1	0	0	0	0	0	0	0	0	0	0	0
13	2016-04-05 13:29:05.18	2016-04-05 13:29:08.98	5	1	0	0	0	0	0	0	0	0	0	0	0
13	2016-04-05 13:29:09.14	2016-04-05 13:29:09.53	5	1	0	0	0	0	0	0	0	0	0	0	0
13	2016-04-05 13:29:13.48	2016-04-05 13:29:14.40	5	1	0	0	0	0	0	0	0	0	0	0	0
14	2016-04-05 13:31:13.71	2016-04-05 13:31:14.48	5	1	0	0	0	0	0	0	0	0	0	0	0
14	2016-04-05 13:31:18.23	2016-04-05 13:31:18.50	5	1	0	0	0	0	0	0	0	0	0	0	0
14	2016-04-05 13:31:19.45	2016-04-05 13:31:20.04	5	1	0	0	0	0	0	0	0	0	0	0	0
14	2016-04-05 13:31:20.00	2016-04-05 13:31:20.40	6	-1	1	0	0	0	0	0	0	0	0	0	0
15	2016-04-05 13:35:52.32	2016-04-05 13:35:53.12	5	1	0	0	0	0	0	0	0	0	0	0	0
17	2016-04-05 13:37:29.89	2016-04-05 13:37:30.46	5	1	0	0	0	0	0	0	0	0	0	0	0
18	2016-04-05 13:39:43.26	2016-04-05 13:39:44.07	5	1	0	0	0	0	0	0	0	0	0	0	0
18	2016-04-05 13:40:03.04	2016-04-05 13:40:03.15	5	1	0	0	0	0	0	0	0	0	0	0	0
19	2016-04-05 13:45:39.12	2016-04-05 13:45:39.40	5	1	0	0	0	0	0	0	0	0	0	0	0
19	2016-04-05 13:45:40.03	2016-04-05 13:45:40.20	5	1	0	0	0	0	0	0	0	0	0	0	0
19	2016-04-05 13:45:39.68	2016-04-05 13:45:40.57	6	-1	1	0	0	0	0	0	0	0	0	0	0
19	2016-04-05 13:45:49.59	2016-04-05 13:45:50.93	6	-1	1	0	0	0	0	0	0	0	0	0	0
19	2016-04-05 13:45:51.48	2016-04-05 13:45:51.60	6	-1	1	0	0	0	0	0	0	0	0	0	0
19	2016-04-05 13:45:51.68	2016-04-05 13:45:52.00	6	-1	1	0	0	0	0	0	0	0	0	0	0
19	2016-04-05 13:45:54.84	2016-04-05 13:45:56.78	6	-1	1	0	0	0	0	0	0	0	0	0	0
20	2016-04-05 13:49:34.81	2016-04-05 13:49:35.50	5	1	0	0	0	0	0	0	0	0	0	0	0
20	2016-04-05 13:49:36.00	2016-04-05 13:49:37.46	5	1	0	0	0	0	0	0	0	0	0	0	0
20	2016-04-05 13:49:42.32	2016-04-05 13:49:42.54	5	1	0	0	0	0	0	0	0	0	0	0	0
20	2016-04-05 13:49:48.68	2016-04-05 13:49:49.03	5	1	0	0	0	0	0	0	0	0	0	0	0
20	2016-04-05 13:49:49.50	2016-04-05 13:49:49.68	5	1	0	0	0	0	0	0	0	0	0	0	0
20	2016-04-05 13:49:49.32	2016-04-05 13:49:49.96	6	-1	1	0	0	0	0	0	0	0	0	0	0
20	2016-04-05 13:49:50.03	2016-04-05 13:49:50.04	6	-1	1	0	0	0	0	0	0	0	0	0	0
22	2016-04-05 13:56:40.18	2016-04-05 13:56:40.81	5	1	0	0	0	0	0	0	0	0	0	0	0
23	2016-04-05 14:11:18.53	2016-04-05 14:11:19.12	5	1	0	0	0	0	0	0	0	0	0	0	0
24	2016-04-05 14:19:29.00	2016-04-05 14:19:29.54	5	1	0	0	0	0	0	0	0	0	0	0	0
25	2016-04-05 16:13:03.53	2016-04-05 16:13:03.89	5	1	0	0	0	0	0	0	0	0	0	0	0
25	2016-04-05 16:13:11.57	2016-04-05 16:13:12.00	6	-1	1	0	0	0	0	0	0	0	0	0	0
25	2016-04-05 16:13:12.35	2016-04-05 16:13:12.39	5	1	0	0	0	0	0	0	0	0	0	0	0
25	2016-04-05 16:13:12.48	2016-04-05 16:13:12.54	5	1	0	0	0	0	0	0	0	0	0	0	0
26	2016-04-05 16:14:03.01	2016-04-05 16:14:03.07	5	1	0	0	0	0	0	0	0	0	0	0	0
26	2016-04-05 16:14:03.56	2016-04-05 16:14:04.95	5	1	0	0	0	0	0	0	0	0	0	0	0
26	2016-04-05 16:14:07.12	2016-04-05 16:14:07.64	5	1	0	0	0	0	0	0	0	0	0	0	0
27	2016-04-05 17:49:41.64	2016-04-05 17:49:42.51	5	1	0	0	0	0	0	0	0	0	0	0	0
27	2016-04-05 17:49:42.98	2016-04-05 17:49:43.50	5	1	0	0	0	0	0	0	0	0	0	0	0
27	2016-04-05 17:49:48.45	2016-04-05 17:49:48.92	5	1	0	0	0	0	0	0	0	0	0	0	0
28	2016-04-05 17:49:53.81	2016-04-05 17:49:54.81	5	1	0	0	0	0	0	0	0	0	0	0	0
28	2016-04-05 17:49:57.23	2016-04-05 17:49:58.04	5	1	0	0	0	0	0	0	0	0	0	0	0
28	2016-04-05 17:50:04.51	2016-04-05 17:50:05.21	5	1	0	0	0	0	0	0	0	0	0	0	0
29	2016-04-05 18:46:08.81	2016-04-05 18:46:09.64	5	1	0	0	0	0	0	0	0	0	0	0	0
29	2016-04-05 18:46:13.75	2016-04-05 18:46:14.03	5	1	0	0	0	0	0	0	0	0	0	0	0
29	2016-04-05 18:46:14.65	2016-04-05 18:46:15.06	6	-1	1	0	0	0	0	0	0	0	0	0	0
