VisitID	AnimalTag	Start	End	ModuleName	Cage	Corner	CornerCondition	PlaceError	AntennaNumber	AntennaDuration	PresenceNumber	PresenceDuration	VisitSolution
0	98102254571	2016-04-05 10:44:39.23	2016-04-05 10:45:28.64	Default	1	3	1	0	7	41.15625	1	42.484375	0
1	98102253062	2016-04-05 10:46:17.07	2016-04-05 10:46:23.70	Default	1	3	1	0	1	8.046875	1	5.46875	0
2	98102254571	2016-04-05 11:14:54.93	2016-04-05 11:15:07.56	Default	1	3	1	0	2	11.890625	1	11.703125	0
3	98102254571	2016-04-05 11:28:13.60	2016-04-05 11:29:14.50	Default	1	3	1	0	6	14.1875	0	0	3
4	98102253062	2016-04-05 11:29:14.50	2016-04-05 11:29:20.21	Default	1	3	1	0	1	4.953125	0	0	3
5	98102254571	2016-04-05 11:29:20.21	2016-04-05 11:29:25.87	Default	1	3	1	0	1	5.234375	0	0	3
6	98102253062	2016-04-05 11:29:25.87	2016-04-05 11:29:34.90	Default	1	3	1	0	1	1.5625	0	0	3
7	98102254571	2016-04-05 11:29:34.90	2016-04-05 11:29:57.54	Default	1	3	1	0	3	18.484375	1	102.578125	0
8	98102254571	2016-04-05 11:31:20.14	2016-04-05 11:31:45.85	Default	1	3	1	0	6	23.703125	0	0	3
9	98102253062	2016-04-05 11:31:45.85	2016-04-05 11:31:46.84	Default	1	3	1	0	1	0.984375	0	0	3
10	98102254571	2016-04-05 11:31:46.84	2016-04-05 11:31:47.84	Default	1	3	1	0	1	1	0	0	3
11	98102253062	2016-04-05 11:31:47.84	2016-04-05 11:32:07.81	Default	1	3	1	0	2	19.15625	0	0	3
12	98102254571	2016-04-05 11:32:07.81	2016-04-05 11:35:29.12	Default	1	3	1	0	1	200.84375	1	248.984375	0
13	98102254571	2016-04-05 13:28:18.14	2016-04-05 13:29:23.60	Default	1	3	1	0	5	15.4375	1	63.96875	0
14	98102253062	2016-04-05 13:31:10.07	2016-04-05 13:31:35.68	Default	1	3	1	0	1	26.078125	1	25.25	0
15	98102254571	2016-04-05 13:35:47.51	2016-04-05 13:35:56.70	Default	1	3	1	0	1	9.40625	1	7.40625	0
16	98102253062	2016-04-05 13:37:12.04	2016-04-05 13:37:15.65	Default	1	3	1	0	1	4.09375	1	2.515625	0
17	98102253062	2016-04-05 13:37:28.28	2016-04-05 13:37:32.53	Default	1	3	1	0	1	5.515625	1	2.484375	0
18	98102254571	2016-04-05 13:39:42.07	2016-04-05 13:40:09.12	Default	1	3	1	0	1	27.609375	1	23.984375	0
19	98102254571	2016-04-05 13:45:35.95	2016-04-05 13:46:11.84	Default	1	3	1	0	3	26.25	1	34.671875	0
20	98102254571	2016-04-05 13:49:31.84	2016-04-05 13:50:05.01	Default	1	3	1	0	2	33.09375	1	25.671875	0
21	98102254571	2016-04-05 13:54:49.84	2016-04-05 13:54:51.95	Default	1	3	1	0	1	2.140625	1	1.140625	0
22	98102254571	2016-04-05 13:56:37.62	2016-04-05 13:56:44.79	Default	1	3	1	0	1	7.640625	2	5.859375	0
23	98102254571	2016-04-05 14:11:16.42	2016-04-05 14:11:27.40	Default	1	3	1	0	1	11.234375	1	10.03125	0
24	98102254571	2016-04-05 14:19:27.93	2016-04-05 14:19:33.03	Default	1	3	1	0	1	5.578125	1	4.140625	0
25	98102254571	2016-04-05 16:13:01.68	2016-04-05 16:13:17.53	Default	1	3	1	0	2	15.609375	1	14.703125	0
26	98102253062	2016-04-05 16:14:01.85	2016-04-05 16:14:13.12	Default	1	3	1	0	1	11.4375	1	9.265625	0
27	98102253062	2016-04-05 17:49:40.85	2016-04-05 17:49:50.43	Default	1	3	1	0	1	9.984375	1	8.5	0
28	98102253062	2016-04-05 17:49:51.75	2016-04-05 17:50:08.70	Default	1	3	1	0	1	17.46875	3	13.671875	0
29	98102254571	2016-04-05 18:46:08.15	2016-04-05 18:46:20.85	Default	1	3	1	0	2	12.203125	1	11.8125	0
30	98102253062	2016-04-05 18:59:35.34	2016-04-05 18:59:51.56	Default	1	3	1	0	1	16.734375	1	15.125	0
31	98102253062	2016-04-05 18:59:52.31	2016-04-05 19:00:02.98	Default	1	3	1	0	1	11.09375	3	9.046875	0
32	98102254571	2016-04-05 19:07:13.65	2016-04-05 19:07:39.67	Module 1	1	3	1	0	1	26.234375	1	23.625	0
33	98102254571	2016-04-05 19:16:24.62	2016-04-05 19:16:49.26	Module 1	1	3	1	0	1	24.640625	1	23.21875	0
34	98102254571	2016-04-05 19:38:08.37	2016-04-05 19:38:29.29	Module 1	1	3	1	0	2	20.640625	1	19.8125	0
35	98102253062	2016-04-05 19:41:38.12	2016-04-05 19:41:47.48	Module 1	1	3	1	0	1	9.78125	1	8.109375	0
36	98102253062	2016-04-05 19:41:52.14	2016-04-05 19:42:01.07	Module 1	1	3	1	0	1	9.34375	1	7.90625	0
37	98102253062	2016-04-05 19:42:06.09	2016-04-05 19:42:25.62	Module 1	1	3	1	0	1	19.921875	1	18.484375	0
38	98102253062	2016-04-05 19:42:31.46	2016-04-05 19:42:57.50	Module 1	1	3	1	0	1	26.34375	2	24.015625	0
39	98102253062	2016-04-05 19:42:58.78	2016-04-05 19:43:16.84	Module 1	1	3	1	0	1	18.46875	1	16.921875	0
40	98102253062	2016-04-05 19:43:19.06	2016-04-05 19:43:40.42	Module 1	1	3	1	0	1	21.640625	2	19.34375	0
41	98102253062	2016-04-05 19:43:41.50	2016-04-05 19:44:00.00	Module 1	1	3	1	0	1	18.84375	2	16.046875	0
42	98102254571	2016-04-05 19:45:52.53	2016-04-05 19:46:08.73	Module 1	1	3	1	0	1	16.234375	1	14.53125	0
43	98102253062	2016-04-05 19:53:59.03	2016-04-05 19:54:21.43	Module 1	1	3	1	0	1	22.84375	2	20.5625	0
44	98102253062	2016-04-05 19:54:21.81	2016-04-05 19:54:39.85	Module 1	1	3	1	0	1	18.328125	2	14.921875	0
45	98102253062	2016-04-05 19:59:24.28	2016-04-05 19:59:48.04	Module 1	1	3	1	0	1	23.984375	1	22.65625	0
46	98102253062	2016-04-05 19:59:48.53	2016-04-05 20:00:06.98	Module 1	1	3	1	0	1	18.71875	1	17.078125	0
47	98102253062	2016-04-05 20:02:40.17	2016-04-05 20:02:59.43	Module 1	1	3	1	0	1	19.71875	3	15.59375	0
