DateTime	LogCategory	LogType	Cage	Corner	Side	LogNotes
2016-04-07 14:34:16.37	Info	Application				Session is started
2016-04-07 15:12:17.59	Warning	Presence	1	3		Presence signal without antenna registration.
2016-04-07 21:43:24.70	Warning	Presence	1	3		Presence signal without antenna registration.
2016-04-08 00:24:31.85	Warning	Presence	1	3		Presence signal without antenna registration.
2016-04-08 01:25:04.14	Warning	Presence	1	3		Presence signal without antenna registration.
2016-04-08 09:15:32.81	Warning	Presence	1	3		Presence signal without antenna registration.
2016-04-08 22:41:03.87	Warning	Presence	1	3		Presence signal without antenna registration.
2016-04-09 22:13:29.90	Warning	Lickometer	1	3	5	Lickometer is active but nosepoke is inactive
2016-04-09 22:38:33.50	Warning	Presence	1	3		Presence signal without antenna registration.
2016-04-10 00:52:40.09	Warning	Presence	1	3		Presence signal without antenna registration.
2016-04-10 01:10:02.71	Warning	Presence	1	3		Presence signal without antenna registration.
2016-04-10 01:18:24.90	Warning	Presence	1	3		Presence signal without antenna registration.
2016-04-10 07:56:42.51	Warning	Presence	1	3		Presence signal without antenna registration.
2016-04-10 08:40:39.35	Warning	Presence	1	3		Presence signal without antenna registration.
2016-04-10 10:58:29.53	Info	Application				Session is stopped
