DateTime	LogCategory	LogType	Cage	Corner	Side	LogNotes
2016-04-04 11:11:50.34	Info	Application				Session is started
2016-04-04 11:12:14.28	Warning	Presence	1	3		Presence signal without antenna registration.
2016-04-04 17:14:34.04	Warning	Presence	1	3		Presence signal without antenna registration.
2016-04-04 19:00:35.34	Warning	Lickometer	1	3	5	Lickometer is active but nosepoke is inactive
2016-04-04 19:52:26.53	Warning	Presence	1	3		Presence signal without antenna registration.
2016-04-04 21:40:20.95	Warning	Presence	1	3		Presence signal without antenna registration.
2016-04-04 23:12:03.31	Warning	Presence	1	3		Presence signal without antenna registration.
2016-04-04 23:21:24.06	Warning	Lickometer	1	3	5	Lickometer is active but nosepoke is inactive
2016-04-04 23:31:49.92	Warning	Presence	1	3		Presence signal without antenna registration.
2016-04-05 01:19:01.32	Warning	Presence	1	3		Presence signal without antenna registration.
2016-04-05 08:15:00.23	Warning	Presence	1	3		Presence signal without antenna registration.
2016-04-05 08:15:00.81	Warning	Presence	1	3		Presence signal without antenna registration.
2016-04-05 10:43:53.12	Info	Application				Session is stopped
