VisitID	AnimalTag	Start	End	ModuleName	Cage	Corner	CornerCondition	PlaceError	AntennaNumber	AntennaDuration	PresenceNumber	PresenceDuration	VisitSolution
0	98102253062	2016-04-04 11:11:50.34	2016-04-04 11:11:50.34	Default	1	3	1	0	1	0	1	0	0
1	98102254571	2016-04-04 11:12:14.28	2016-04-04 11:13:40.29	Default	1	3	1	0	8	58.265625	1	0.5625	3
2	98102253062	2016-04-04 11:13:40.29	2016-04-04 11:13:40.53	Default	1	3	1	0	1	0.234375	0	0	3
3	98102254571	2016-04-04 11:13:40.53	2016-04-04 11:13:50.62	Default	1	3	1	0	2	8.8125	1	94.53125	0
4	98102254571	2016-04-04 11:15:44.50	2016-04-04 11:16:00.98	Default	1	3	1	0	1	16.484375	1	15.484375	0
5	98102254571	2016-04-04 11:16:33.60	2016-04-04 11:16:46.76	Default	1	3	1	0	2	11.625	1	12.046875	0
6	98102253062	2016-04-04 11:16:54.06	2016-04-04 11:17:33.85	Default	1	3	1	0	2	40	1	39.15625	0
7	98102254571	2016-04-04 11:25:04.06	2016-04-04 11:25:06.95	Default	1	3	1	0	1	2.890625	2	1.59375	0
8	98102253062	2016-04-04 11:26:12.60	2016-04-04 11:26:31.90	Default	1	3	1	0	2	19.140625	1	19.15625	0
9	98102253062	2016-04-04 11:30:42.57	2016-04-04 11:30:47.31	Default	1	3	1	0	1	5.40625	1	3.15625	0
10	98102254571	2016-04-04 11:32:38.28	2016-04-04 11:33:23.03	Default	1	3	1	0	2	42.6875	1	43.453125	0
11	98102254571	2016-04-04 11:34:21.79	2016-04-04 11:35:30.59	Default	1	3	1	0	3	62.890625	1	68.046875	0
12	98102254571	2016-04-04 11:41:24.76	2016-04-04 11:42:44.06	Default	1	3	1	0	5	69.4375	1	78.25	0
13	98102254571	2016-04-04 11:44:52.92	2016-04-04 11:45:05.28	Default	1	3	1	0	2	11.578125	1	11.078125	0
14	98102253062	2016-04-04 13:04:57.96	2016-04-04 13:05:13.82	Default	1	3	1	0	2	16.03125	1	15.078125	0
15	98102254571	2016-04-04 13:06:54.03	2016-04-04 13:07:03.82	Default	1	3	1	0	1	9.875	2	8.625	0
16	98102253062	2016-04-04 14:33:09.92	2016-04-04 14:33:35.54	Default	1	3	1	0	1	25.953125	1	24.53125	0
17	98102253062	2016-04-04 14:35:56.25	2016-04-04 14:36:23.64	Default	1	3	1	0	2	27.34375	1	26.796875	0
18	98102254571	2016-04-04 14:37:16.62	2016-04-04 14:37:37.65	Default	1	3	1	0	1	21.03125	1	21.15625	0
19	98102254571	2016-04-04 14:39:34.71	2016-04-04 14:39:55.90	Default	1	3	1	0	2	21.125	1	18.390625	0
20	98102254571	2016-04-04 15:54:21.78	2016-04-04 15:54:31.73	Default	1	3	1	0	1	10.234375	2	8.921875	0
21	98102253062	2016-04-04 16:04:47.95	2016-04-04 16:04:56.75	Default	1	3	1	0	1	9.390625	1	7.734375	0
22	98102253062	2016-04-04 17:14:11.87	2016-04-04 17:14:21.17	Default	1	3	1	0	1	10.015625	1	7.875	0
23	98102254571	2016-04-04 17:14:34.14	2016-04-04 17:14:40.98	Default	1	3	1	0	1	6.84375	2	5.953125	0
24	98102253062	2016-04-04 18:07:09.07	2016-04-04 18:07:15.14	Default	1	3	1	0	1	6.375	1	3.5625	0
25	98102254571	2016-04-04 18:38:51.56	2016-04-04 18:38:58.12	Default	1	3	1	0	1	6.5625	1	6.046875	0
26	98102253062	2016-04-04 19:00:28.25	2016-04-04 19:01:12.14	Module 1	1	3	1	0	1	44.34375	1	41.640625	0
27	98102253062	2016-04-04 19:01:15.10	2016-04-04 19:01:40.07	Module 1	1	3	1	0	1	25.5	1	23.96875	0
28	98102253062	2016-04-04 19:04:03.18	2016-04-04 19:04:20.32	Module 1	1	3	1	0	1	17.5	1	16.140625	0
29	98102253062	2016-04-04 19:04:25.76	2016-04-04 19:04:44.78	Module 1	1	3	1	0	1	19.40625	1	17.921875	0
30	98102253062	2016-04-04 19:04:45.21	2016-04-04 19:05:04.43	Module 1	1	3	1	0	1	19.453125	2	17.75	0
31	98102253062	2016-04-04 19:18:08.45	2016-04-04 19:18:37.14	Module 1	1	3	1	0	2	27.65625	1	28.6875	0
32	98102253062	2016-04-04 19:26:22.21	2016-04-04 19:26:47.48	Module 1	1	3	1	0	1	25.703125	2	22.375	0
33	98102254571	2016-04-04 19:29:06.65	2016-04-04 19:29:18.62	Module 1	1	3	1	0	2	11.9375	1	12.046875	0
34	98102254571	2016-04-04 19:31:02.09	2016-04-04 19:31:38.71	Module 1	1	3	1	0	4	34.90625	2	33.84375	0
35	98102254571	2016-04-04 19:41:00.50	2016-04-04 19:41:08.09	Module 1	1	3	1	0	1	7.59375	1	7.46875	0
36	98102254571	2016-04-04 19:44:08.03	2016-04-04 19:44:23.96	Module 1	1	3	1	0	1	15.9375	2	14.84375	0
37	98102254571	2016-04-04 19:48:45.82	2016-04-04 19:49:01.67	Module 1	1	3	1	0	1	15.84375	1	15.21875	0
38	98102254571	2016-04-04 19:52:26.71	2016-04-04 19:53:00.03	Module 1	1	3	1	0	2	33.171875	2	29.296875	0
39	98102254571	2016-04-04 19:59:54.65	2016-04-04 19:59:56.01	Module 1	1	3	1	0	1	1.359375	1	1.15625	0
40	98102254571	2016-04-04 19:59:57.45	2016-04-04 20:00:13.93	Module 1	1	3	1	0	1	16.484375	1	17.015625	0
41	98102254571	2016-04-04 20:00:15.54	2016-04-04 20:00:30.67	Module 1	1	3	1	0	1	15.125	1	13.046875	0
42	98102253062	2016-04-04 20:00:31.26	2016-04-04 20:00:54.57	Module 1	1	3	1	0	1	23.734375	1	22.328125	0
43	98102253062	2016-04-04 20:00:55.92	2016-04-04 20:01:19.39	Module 1	1	3	1	0	1	24.078125	2	21.71875	0
44	98102253062	2016-04-04 20:04:04.76	2016-04-04 20:04:31.39	Module 1	1	3	1	0	1	27	2	23.40625	0
45	98102253062	2016-04-04 20:29:10.17	2016-04-04 20:29:24.40	Module 1	1	3	1	0	1	14.53125	1	12.375	0
46	98102254571	2016-04-04 20:30:50.90	2016-04-04 20:31:02.50	Module 1	1	3	1	0	1	11.859375	1	10.734375	0
47	98102253062	2016-04-04 20:32:13.18	2016-04-04 20:32:36.25	Module 1	1	3	1	0	1	23.53125	2	21.234375	0
48	98102254571	2016-04-04 20:33:12.06	2016-04-04 20:33:29.89	Module 1	1	3	1	0	1	17.859375	1	15.953125	0
49	98102254571	2016-04-04 20:49:44.59	2016-04-04 20:49:58.90	Module 1	1	3	1	0	1	14.390625	1	13.34375	0
50	98102254571	2016-04-04 20:53:34.92	2016-04-04 20:53:48.34	Module 1	1	3	1	0	1	13.4375	1	12.515625	0
51	98102253062	2016-04-04 20:55:07.57	2016-04-04 20:55:22.62	Module 1	1	3	1	0	1	15.59375	1	13.65625	0
52	98102253062	2016-04-04 20:55:59.81	2016-04-04 20:56:23.89	Module 1	1	3	1	0	1	24.34375	3	20.90625	0
53	98102253062	2016-04-04 21:01:01.51	2016-04-04 21:01:16.03	Module 1	1	3	1	0	1	15.015625	1	13.421875	0
54	98102254571	2016-04-04 21:01:23.26	2016-04-04 21:01:37.15	Module 1	1	3	1	0	1	13.921875	1	12.09375	0
55	98102254571	2016-04-04 21:02:40.85	2016-04-04 21:02:58.37	Module 1	1	3	1	0	1	17.59375	1	15.9375	0
56	98102254571	2016-04-04 21:05:28.53	2016-04-04 21:05:38.62	Module 1	1	3	1	0	1	10.09375	1	7.109375	0
57	98102253062	2016-04-04 21:12:26.85	2016-04-04 21:12:52.31	Module 1	1	3	1	0	1	25.71875	2	23.90625	0
58	98102253062	2016-04-04 21:13:31.20	2016-04-04 21:13:45.40	Module 1	1	3	1	0	1	14.625	1	13.15625	0
59	98102253062	2016-04-04 21:16:15.43	2016-04-04 21:16:40.35	Module 1	1	3	1	0	1	25.234375	2	22.40625	0
60	98102254571	2016-04-04 21:16:55.56	2016-04-04 21:17:09.29	Module 1	1	3	1	0	1	13.734375	1	11.453125	0
61	98102253062	2016-04-04 21:20:12.84	2016-04-04 21:20:33.89	Module 1	1	3	1	0	1	21.34375	1	19.90625	0
62	98102253062	2016-04-04 21:20:43.78	2016-04-04 21:20:56.32	Module 1	1	3	1	0	1	12.921875	1	11.46875	0
63	98102253062	2016-04-04 21:20:57.71	2016-04-04 21:21:10.17	Module 1	1	3	1	0	1	12.78125	1	10.46875	0
64	98102253062	2016-04-04 21:23:27.57	2016-04-04 21:23:55.75	Module 1	1	3	1	0	1	28.609375	2	25.953125	0
65	98102254571	2016-04-04 21:38:51.46	2016-04-04 21:39:20.57	Module 1	1	3	1	0	2	28.078125	2	27.140625	0
66	98102254571	2016-04-04 21:40:20.96	2016-04-04 21:40:50.76	Module 1	1	3	1	0	2	28.71875	1	28.703125	0
67	98102253062	2016-04-04 21:41:28.73	2016-04-04 21:42:12.40	Module 1	1	3	1	0	2	41.890625	0	0	3
68	98102254571	2016-04-04 21:42:12.40	2016-04-04 21:42:13.15	Module 1	1	3	1	0	1	0.75	0	0	3
